placekey,raw_visitor_counts,distance_from_home,median_dwell,cluster,location_name,top_category,sub_category,latitude,longitude,city,region,pred_sub_category
223-222@8th-b9p-fxq,6.052089168924417,9.630497028827337,2.0794415416798357,2,Circle K,Grocery Stores,Convenience Stores,34.251785,-110.03904,Show Low,AZ,Convenience Stores
222-222@8ts-35v-xwk,6.154858094016418,10.037756173341162,1.9459101490553132,2,Circle K,Grocery Stores,Convenience Stores,32.494934,-110.92635,Catalina,AZ,Convenience Stores
zzw-223@5zb-xb8-dvz,5.049856007249537,8.544224530467268,2.0794415416798357,1,Circle K,Grocery Stores,Convenience Stores,33.516823,-112.06536,Phoenix,AZ,Convenience Stores
226-224@8ts-zj9-y9z,5.501258210544727,7.846589975291186,2.4849066497880004,1,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.363129,-111.85979,Mesa,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@5zb-xc3-94v,5.442417710521793,9.188708071849069,1.791759469228055,2,Circle K,Grocery Stores,Convenience Stores,33.523335,-112.06464,Phoenix,AZ,Convenience Stores
222-222@8ts-32x-n89,4.890349128221754,7.930565854233965,1.9459101490553132,1,Circle K,Grocery Stores,Convenience Stores,32.235004000000004,-110.80646,Tucson,AZ,Convenience Stores
223-222@8ts-3n6-2rk,4.912654885736052,8.88723835429314,1.9459101490553132,2,Circle K,Grocery Stores,Convenience Stores,32.235806,-110.87498,Tucson,AZ,Convenience Stores
222-222@8ts-d6j-wc5,6.028278520230698,9.064042114358884,1.9459101490553132,2,Circle K,Grocery Stores,Convenience Stores,33.466206,-112.21989,Phoenix,AZ,Convenience Stores
222-227@8ts-zrt-mff,3.58351893845611,7.894318063841624,1.9459101490553132,1,Speed Smart,Grocery Stores,Convenience Stores,33.436974,-111.70221,Mesa,AZ,Convenience Stores
222-222@5zb-vnc-3dv,6.315358001522335,8.960467760919949,1.9459101490553132,2,Circle K,Grocery Stores,Convenience Stores,33.536045,-112.34025,Glendale,AZ,Convenience Stores
222-222@5zb-265-fxq,6.352629396319567,8.415160465851086,2.6390573296152584,1,Bashas' Supermarkets,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,35.221409,-114.00453,Kingman,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-222@8ts-zjz-wzf,5.700443573390687,8.164225652265827,1.791759469228055,1,Circle K,Grocery Stores,Convenience Stores,33.421944,-111.58015,Apache Junction,AZ,Convenience Stores
224-222@8ts-zfj-jqf,4.941642422609304,9.145481799627687,3.258096538021482,3,7-Eleven,Grocery Stores,Convenience Stores,33.418175,-111.90949,Tempe,AZ,Convenience Stores
222-225@8ts-zdm-k9f,3.8501476017100584,9.169518377455928,4.189654742026425,3,Jacksons Food Stores,Grocery Stores,Convenience Stores,33.298714,-111.74572,Gilbert,AZ,Convenience Stores
zzw-222@8ts-zd5-zmk,2.9444389791664403,7.005789019253503,2.4849066497880004,1,Del Sol Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.31385,-111.83333,Chandler,AZ,Supermarkets and Other Grocery (except Convenience) Stores
225-222@8ts-zgr-t35,4.290459441148391,8.717845704894916,2.0794415416798357,2,Circle K,Grocery Stores,Convenience Stores,33.483047,-111.93519,Scottsdale,AZ,Convenience Stores
222-224@8ts-zv2-7bk,6.452048954437226,8.025843344150903,2.8903717578961645,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.232441,-111.72324,Gilbert,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-222@8ts-d5w-d9z,3.044522437723423,9.747652120978,3.7612001156935624,3,Bella Fresh,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.454502,-112.17279,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
226-222@5zb-xdy-s89,3.295836866004329,10.21767766186868,3.58351893845611,3,The Downtown Deli,Grocery Stores,Convenience Stores,33.450218,-112.07404,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-224@5zb-swx-9cq,3.091042453358316,9.63469265580283,2.5649493574615367,3,Circle K,Grocery Stores,Convenience Stores,34.39859,-112.22897,Mayer,AZ,Supermarkets and Other Grocery (except Convenience) Stores
224-222@5zb-x5r-ty9,5.948034989180646,8.433376705323127,1.791759469228055,1,Circle K,Grocery Stores,Convenience Stores,33.725948,-111.9782,Phoenix,AZ,Convenience Stores
zzw-225@8ts-zfr-hyv,2.772588722239781,9.501292093295586,1.6094379124341003,2,ampm,Grocery Stores,Convenience Stores,33.393513,-111.90839,Tempe,AZ,Convenience Stores
zzw-224@5zb-xdc-2tv,7.237059026124737,7.8343923029104365,2.9444389791664403,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.492954,-112.20171,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
227-225@8ts-zdf-8n5,5.762051382780177,9.3502762122737,3.091042453358316,2,99 Ranch Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.307274,-111.87485,Chandler,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-222@8ts-2f4-9fz,3.295836866004329,8.846496938558838,3.7495040759303713,3,Eloy's Ok Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.7547,-111.55878,Eloy,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-222@5zb-xfm-hqz,3.295836866004329,9.552794680274943,2.1972245773362196,2,ampm,Grocery Stores,Convenience Stores,33.599686,-112.28167,Sun City,AZ,Convenience Stores
zzw-225@8tg-hvn-s3q,3.4965075614664802,8.375860015299594,3.091042453358316,3,Sunnyside Marketplace Co,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,35.210472,-111.62099,Flagstaff,AZ,Supermarkets and Other Grocery (except Convenience) Stores
227-222@8ts-zgk-ndv,3.871201010907891,9.909817476230998,3.6888794541139363,3,Produce Guys,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.41217,-111.84019,Mesa,AZ,Supermarkets and Other Grocery (except Convenience) Stores
227-222@5zb-xb6-5j9,4.189654742026425,8.882114044208821,2.0794415416798357,2,Buzz In Buzz Out,Grocery Stores,Convenience Stores,33.49453,-112.09168,Phoenix,AZ,Convenience Stores
223-222@8ts-3ny-8y9,4.634728988229636,9.27058845232154,2.0794415416798357,2,Quik Mart,Grocery Stores,Convenience Stores,32.207092,-110.96587,Tucson,AZ,Convenience Stores
22z-223@5zb-xbw-6hq,2.4849066497880004,7.846589975291186,2.833213344056216,3,Extreme Value,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.541149,-112.13501,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-222@5zb-xdw-26k,4.219507705176107,10.091542641177844,3.2771447329921766,3,New India Bazaar,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.476055,-112.06542,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
227-222@8ts-zfw-yvz,5.545177444479562,7.542213463193403,2.302585092994046,1,Food City Arizona,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.465046,-112.01248,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzy-222@8tt-7xq-vs5,2.3978952727983707,10.76240337654896,3.258096538021482,3,Ritz Produce,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,31.443369,-110.96561,Rio Rico,AZ,Supermarkets and Other Grocery (except Convenience) Stores
224-222@5zb-xmw-n89,4.0943445622221,9.420925394042996,2.5649493574615367,2,56th St Deli & Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.488811,-111.95991,Phoenix,AZ,Convenience Stores
22d-222@8ts-3ny-8jv,3.258096538021482,8.738575192110787,4.04305126783455,3,Mi Huerta Produce,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.209206,-110.96786,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-224@8tr-zb8-f75,5.4510384535657,8.261784679514752,2.833213344056216,1,Albertsons,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.339321,-111.01136,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@5zb-wtr-xh5,6.045005314036012,9.187992508312275,1.9459101490553132,2,7-Eleven,Grocery Stores,Convenience Stores,33.667175,-112.11773,Phoenix,AZ,Convenience Stores
zzw-226@5zb-xn7-3bk,4.709530201312334,8.5956346177228,2.3978952727983707,1,Whole Foods Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.584976,-111.97912,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@5zb-262-d7q,6.39024066706535,8.881697406469304,2.1972245773362196,2,Circle K,Grocery Stores,Convenience Stores,35.214241,-114.03478,Kingman,AZ,Convenience Stores
22k-222@5zb-xbr-73q,2.772588722239781,8.630521876723241,3.5115454388310208,3,Robles Meat Shop Carniceria,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.568321,-112.15378,Glendale,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-222@8ts-zxh-6tv,5.655991810819852,9.902386947092095,1.9459101490553132,2,Circle K,Grocery Stores,Convenience Stores,33.305714,-111.97661,Phoenix,AZ,Convenience Stores
zzw-224@5zb-wwp-2zf,5.556828061699537,7.81156848934518,2.9444389791664403,1,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.669563,-112.20023,Glendale,AZ,Supermarkets and Other Grocery (except Convenience) Stores
228-222@8ts-zh9-hh5,4.189654742026425,9.423918318420691,2.302585092994046,2,Circle K,Grocery Stores,Convenience Stores,33.39238,-111.9602,Tempe,AZ,Supermarkets and Other Grocery (except Convenience) Stores
22h-222@8ts-zxw-r6k,4.983606621708336,9.087833697483386,2.995732273553991,3,ALDI,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.26413,-111.86043,Chandler,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-223@8ts-3j2-bkz,5.752572638825633,7.8119734296220225,2.833213344056216,1,Albertsons,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.221523,-110.78774,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-223@8ts-3hc-hwk,6.278521424165844,8.266421472984554,2.772588722239781,1,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.190125,-110.85614,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-zcw-zvf,5.5053315359323625,8.322880021769905,3.044522437723423,1,Sprouts Farmers Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.247326,-111.78819,Chandler,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-227@8ts-3p4-t5f,6.6039438246004725,8.230577217146454,2.70805020110221,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.164902,-110.94196,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-222@5zb-xj8-dgk,5.424950017481403,8.763584409450138,1.9459101490553132,2,Circle K,Grocery Stores,Convenience Stores,33.541992,-112.18948,Glendale,AZ,Convenience Stores
222-223@8ts-3jh-rff,4.6443908991413725,9.203013596589722,2.995732273553991,3,Rita Ranch Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.102421,-110.80067,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8tt-29b-9zz,3.091042453358316,9.797070923831638,4.248495242049359,3,The Snak Shak,Grocery Stores,Convenience Stores,33.053249,-110.91605,Kearny,AZ,Convenience Stores
zzw-222@5zb-xcw-bc5,3.8501476017100584,9.963076343947785,4.290459441148391,3,Itule Willie Produce,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.452057,-112.15462,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@5zb-x3c-tsq,2.0794415416798357,9.825417897114205,3.044522437723423,3,Big G Ranch Llc,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.762646,-111.93591,Cave Creek,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzy-222@5yz-psm-9mk,3.4965075614664802,10.699191321421166,2.1972245773362196,2,Beaver Dam Service Station,Grocery Stores,Convenience Stores,36.900253,-113.93481,Beaver Dam,AZ,Convenience Stores
222-224@8ts-6xx-35z,4.9344739331306915,8.737933858114136,2.995732273553991,1,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,31.852777,-110.99667,Green Valley,AZ,Supermarkets and Other Grocery (except Convenience) Stores
22g-222@5zb-xdd-vvf,3.2188758248682006,8.758098072309089,3.044522437723423,3,Larsen Vending,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.492622,-112.14542,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-223@8ts-zmz-jvz,4.553876891600541,7.9287663216266955,2.995732273553991,1,Albertsons,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.409252,-111.6823,Mesa,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-224@5zb-w6r-nt9,5.241747015059643,10.76882177540943,1.791759469228055,2,Circle K,Grocery Stores,Convenience Stores,33.96925,-112.73,Wickenburg,AZ,Convenience Stores
22h-222@8sc-xqj-85f,6.054439346269371,8.505929999137527,2.6390573296152584,1,Del Sol,Grocery Stores,Convenience Stores,32.697159,-114.62398,Yuma,AZ,Convenience Stores
223-222@8ts-yys-he9,5.424950017481403,8.11312710422178,2.1972245773362196,1,IGA,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.960419,-111.52544,Coolidge,AZ,Convenience Stores
zzw-225@8ts-3m9-yvz,6.480044561926653,8.658692753689937,2.9444389791664403,1,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.219994,-110.94297,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-223@8ts-3mq-qcq,5.181783550292085,9.46148811969999,1.791759469228055,2,Fast Market,Grocery Stores,Convenience Stores,32.272644,-111.00389,Tucson,AZ,Convenience Stores
223-222@5zb-xdj-nnq,4.02535169073515,8.750841375375533,3.8501476017100584,3,Full Mini Market,Grocery Stores,Convenience Stores,33.480186,-112.18848,Phoenix,AZ,Convenience Stores
22p-224@5z9-rgp-yjv,6.8885724595653635,9.1833801903934,2.995732273553991,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,34.600613,-112.45858,Prescott,AZ,Supermarkets and Other Grocery (except Convenience) Stores
224-222@8ts-3mb-9j9,5.062595033026967,8.984818995876008,2.0794415416798357,2,7-Eleven,Grocery Stores,Convenience Stores,32.207321,-110.95647,Tucson,AZ,Convenience Stores
222-223@8ts-zxm-hnq,5.438079308923196,10.209390119018103,2.0794415416798357,2,Circle K,Grocery Stores,Convenience Stores,33.304745,-111.96767,Chandler,AZ,Convenience Stores
zzw-222@5zb-t2g-kj9,1.6094379124341003,9.673319386284954,3.044522437723423,3,The Honeyman,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,34.534687,-112.4701,Prescott,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8tt-7yz-33q,3.9889840465642745,8.81640849968169,2.0794415416798357,2,Circle K,Grocery Stores,Convenience Stores,31.38505,-110.94946,Nogales,AZ,Convenience Stores
222-222@8ts-zc9-cqz,1.6094379124341003,8.395477432732141,2.9444389791664403,3,Killian Beef,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.392799,-111.72952,Mesa,AZ,Supermarkets and Other Grocery (except Convenience) Stores
225-222@8ts-3m5-4n5,3.6109179126442243,9.056722883310583,2.5649493574615367,3,Grantstone Supermarket,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.251038,-110.97266,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-222@5zb-xdz-975,4.189654742026425,9.205629292246064,2.1972245773362196,2,Circle K,Grocery Stores,Convenience Stores,33.437263,-112.07324,Phoenix,AZ,Convenience Stores
226-222@5z9-t5q-d7q,5.099866427824199,8.11162807830774,2.0794415416798357,1,Quick Country Store,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,34.692829,-111.98223,Verde Village,AZ,Supermarkets and Other Grocery (except Convenience) Stores
22h-222@8tt-pfn-wp9,3.9512437185814275,8.53856321715243,3.0204248861443626,3,Deutsches Eck,Grocery Stores,Convenience Stores,31.554152,-110.30206,Sierra Vista,AZ,Convenience Stores
222-225@8ts-zyc-7nq,3.091042453358316,9.483492392643639,3.091042453358316,3,Fast Market,Grocery Stores,Convenience Stores,33.320454,-111.91169,Chandler,AZ,Convenience Stores
223-222@8ts-3nn-vzz,6.584791392385716,8.145259566516865,3.044522437723423,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.280556,-110.95986,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-222@8sc-xqs-qj9,2.4849066497880004,8.70930004894499,3.258096538021482,3,Mission Citrus,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.674046,-114.5774,Yuma,AZ,Supermarkets and Other Grocery (except Convenience) Stores
224-223@8ts-d2s-b49,6.593044534142437,8.0774471493312,2.995732273553991,1,Food City Arizona,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.391094,-112.08411,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-223@8tr-ztf-h89,4.787491742782046,8.438799123988225,1.9459101490553132,1,Circle K,Grocery Stores,Convenience Stores,32.186512,-111.09313,Tucson Estates,AZ,Convenience Stores
222-222@8tt-7yz-t5f,4.941642422609304,8.496990484098719,1.791759469228055,1,Circle K,Grocery Stores,Convenience Stores,31.346107,-110.94593,Nogales,AZ,Convenience Stores
225-223@8ts-zb6-7nq,5.3471075307174685,8.326032685955079,1.791759469228055,1,Circle K,Grocery Stores,Convenience Stores,33.364212,-111.75542,Gilbert,AZ,Convenience Stores
223-222@8ts-d63-8sq,6.429719478039138,7.999342952713282,2.995732273553991,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.424217,-112.24031,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@8ts-zhb-xdv,5.003946305945459,9.038127549330516,1.9459101490553132,2,7-Eleven,Grocery Stores,Convenience Stores,33.334023,-111.94485,Tempe,AZ,Convenience Stores
224-222@8ts-3m3-pvz,5.638354669333745,8.301273485191347,1.9459101490553132,1,Circle K,Grocery Stores,Convenience Stores,32.236294,-110.95707,Tucson,AZ,Convenience Stores
225-223@8ts-zfq-wff,4.3694478524670215,8.15507488781144,2.3978952727983707,1,Food City Arizona,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.415321,-111.91553,Tempe,AZ,Supermarkets and Other Grocery (except Convenience) Stores
22f-223@8ts-zrm-b49,2.8903717578961645,9.469622969906265,2.3978952727983707,3,ampm,Grocery Stores,Convenience Stores,33.450989,-111.83168,Mesa,AZ,Supermarkets and Other Grocery (except Convenience) Stores
224-222@5zb-sgw-2c5,4.343805421853684,9.969649754789797,1.9459101490553132,2,Circle K,Grocery Stores,Convenience Stores,33.831913,-111.9342,Cave Creek,AZ,Convenience Stores
229-222@8ts-3mb-m6k,2.1972245773362196,9.415890054889344,3.2386784521643803,3,Midwest Food Bank Arizona Division,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.211201,-110.96825,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-227@5zb-xdq-bc5,5.886104031450156,8.59840444684106,2.9444389791664403,1,Cardenas Markets,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.459984,-112.0462,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-222@5zb-xcz-pn5,3.1780538303479458,10.015386645033537,3.6635616461296463,3,Red Bird Farms,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.463676,-112.11819,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-223@5zb-x3r-5mk,2.6390573296152584,9.671681590643265,2.1400661634962708,2,Circle K,Grocery Stores,Convenience Stores,33.799007,-111.97849,Phoenix,AZ,Convenience Stores
229-222@5zb-xd6-789,3.828641396489095,9.094255892955381,2.6741486494265287,3,New Family Market,Grocery Stores,Convenience Stores,33.431835,-112.09083,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
225-223@8ts-zs3-cnq,3.367295829986474,8.070593539949519,2.6390573296152584,1,Bashas' Supermarkets,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.435863,-111.72117,Mesa,AZ,Supermarkets and Other Grocery (except Convenience) Stores
22r-222@5z9-7qf-jqf,1.791759469228055,7.83241092718792,2.6026896854443837,3,We Be Popn,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,34.476006,-114.33106,Lake Havasu City,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-223@8ts-3ns-xnq,4.890349128221754,8.655737000864297,2.3513752571634776,1,Food City Arizona,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.189335,-110.97092,South Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-224@8ts-d5j-9pv,5.752572638825633,8.220941168281389,2.833213344056216,1,Albertsons,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.494678,-112.33801,Litchfield Park,AZ,Supermarkets and Other Grocery (except Convenience) Stores
229-222@8ts-795-k75,4.718498871295094,7.6838639802564295,1.791759469228055,1,Circle K,Grocery Stores,Convenience Stores,32.119747,-111.02846,Tucson,AZ,Convenience Stores
222-222@8ts-zgc-b49,5.655991810819852,9.42181611842271,2.0794415416798357,2,Circle K,Grocery Stores,Convenience Stores,33.431541,-111.87346,Mesa,AZ,Convenience Stores
222-222@8tt-pzq-tqf,6.733401891837359,8.702842538302868,2.9444389791664403,1,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.050117,-110.70843,Vail,AZ,Supermarkets and Other Grocery (except Convenience) Stores
229-224@8ts-32r-3dv,5.934894195619588,8.459564078579602,2.772588722239781,1,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.259056,-110.79688,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
227-224@8ts-3mv-q9f,3.6109179126442243,8.602636673233706,3.044522437723423,3,Coronado Grocery & Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.264481,-110.97171,Tucson,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-222@8ts-d35-7h5,5.225746673713202,7.9865049385539955,2.995732273553991,1,Food City Arizona,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.380695,-112.07111,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
224-222@8ts-zhg-fxq,4.394449154672439,9.813672248213765,3.367295829986474,3,Mission Foods,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.343147,-111.95097,Tempe,AZ,Supermarkets and Other Grocery (except Convenience) Stores
224-222@5zb-wtq-9vf,4.948759890378168,8.285261134068948,2.0794415416798357,1,Circle K,Grocery Stores,Convenience Stores,33.640617,-112.09106,Phoenix,AZ,Convenience Stores
222-223@8tg-hvr-jy9,3.4965075614664802,9.199683791787654,3.1354942159291497,3,Shamrock Foods Company,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,35.215012,-111.5944,Flagstaff,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-222@8ts-c53-tqf,6.97354301952014,9.908077004869936,1.9459101490553132,2,Circle K,Grocery Stores,Convenience Stores,32.939034,-111.70938,Casa Grande,AZ,Convenience Stores
225-222@8ts-zr6-9vf,4.804021044733257,7.893198869544609,2.1972245773362196,1,Mercado Y Carniceria,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.409473,-111.7891,Mesa,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-222@5zb-wzq-835,6.023447592961033,9.171495588152615,3.044522437723423,1,ALDI,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.707565,-112.27112,Peoria,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-222@5zb-wwc-c3q,4.3694478524670215,8.612321536507814,1.9459101490553132,2,7-Eleven,Grocery Stores,Convenience Stores,33.640087,-112.13062,Phoenix,AZ,Convenience Stores
225-222@8ts-yf4-ffz,5.541263545158426,8.896177422274805,1.791759469228055,2,Circle K,Grocery Stores,Convenience Stores,32.973743,-111.5236,Coolidge,AZ,Convenience Stores
zzw-222@8ts-zqz-h5z,7.2078598714324755,8.160518247477505,3.044522437723423,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.450287,-111.80285,Mesa,AZ,Supermarkets and Other Grocery (except Convenience) Stores
22d-222@8ts-zr7-vs5,3.044522437723423,9.416866617466955,3.1135153092103742,3,Arizona Salsa and Spice,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.41468,-111.81158,Mesa,AZ,Supermarkets and Other Grocery (except Convenience) Stores
22f-222@5zb-xjf-kcq,4.634728988229636,8.412277021466677,3.091042453358316,1,Luis Produce,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.524483,-112.18982,Glendale,AZ,Supermarkets and Other Grocery (except Convenience) Stores
22b-222@5zb-xmz-zs5,4.61512051684126,8.086410275323782,2.302585092994046,1,Sprouts Farmers Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.500828,-111.91922,Scottsdale,AZ,Supermarkets and Other Grocery (except Convenience) Stores
zzw-224@5zb-xb5-3h5,5.973809611869261,7.987524479848767,2.6390573296152584,1,Food City Arizona,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.496876,-112.1015,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
222-223@8ts-d2x-cnq,4.394449154672439,8.172164452111904,1.9459101490553132,1,Speedy Stop Food Store,Grocery Stores,Convenience Stores,33.400314,-112.04671,Phoenix,AZ,Convenience Stores
222-227@8ts-zxp-9xq,3.4965075614664802,7.823245690685523,1.9459101490553132,1,Corner Store,Grocery Stores,Convenience Stores,33.319511,-111.9917,Phoenix,AZ,Convenience Stores
223-222@8tr-zfy-3bk,4.3694478524670215,10.172483624032427,3.7376696182833684,3,Marana Stockyards & Livestock Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,32.474461,-111.26694,Marana,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-222@5zb-wx7-xh5,5.517452896464707,8.213381737034572,2.5649493574615367,1,7-Eleven,Grocery Stores,Convenience Stores,33.64082,-112.06146,Phoenix,AZ,Convenience Stores
225-222@5zb-xc3-cyv,3.258096538021482,8.465268118551318,2.302585092994046,1,Bashas' Supermarkets,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.517658,-112.06326,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-222@5zb-xkp-k2k,6.7357800142423265,7.836764783264067,2.8903717578961645,1,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,33.611084,-111.99415,Phoenix,AZ,Supermarkets and Other Grocery (except Convenience) Stores
223-222@8ts-zgr-t9z,3.4339872044851463,9.861153999520049,3.332204510175204,3,America Market Place,Grocery Stores,Convenience Stores,33.480698,-111.93446,Scottsdale,AZ,Supermarkets and Other Grocery (except Convenience) Stores
