placekey,location_name,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,raw_visit_counts,raw_visitor_counts,distance_from_home,median_dwell,device_type,year,month
zzw-228@8tt-24q-pgk,Trader Joe's,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.257015,-111.63934,21186 S Ellsworth Loop Rd,Queen Creek,AZ,85142,38,21,11810,55,"{""android"":20,""ios"":4}",2021,9
22c-222@8sc-xqh-pgk,Yuma Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.684307,-114.60999,890 E 24th St,Yuma,AZ,85365,119,53,5047,8,"{""android"":31,""ios"":27}",2021,9
22h-223@5zb-xdv-x3q,Sunshine Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.473248,-112.05679,2302 N 12th St,Phoenix,AZ,85006,82,56,9750,7,"{""android"":34,""ios"":24}",2021,9
222-222@5zb-xgd-f2k,Big Lots Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.597382,-112.20143,6660 W Cactus Rd,Glendale,AZ,85304,317,271,5486,20,"{""android"":164,""ios"":104}",2021,9
22f-222@8ts-33h-7qz,Brewd,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,32.296982,-110.82346,4960 N Sabino Canyon Rd,Tucson,AZ,85750,105,84,5842,22,"{""android"":43,""ios"":42}",2021,9
zzw-224@8ts-zgc-r8v,Beer World,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,33.443504,-111.8402,1530 N Country Club Dr,Mesa,AZ,85201,41,34,8479,19,"{""android"":21,""ios"":11}",2021,9
222-223@5zb-wtq-zj9,Sam's Club,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.638374,-112.09244,1525 W Bell Rd,Phoenix,AZ,85023,2722,1768,8749,23,"{""android"":1102,""ios"":663}",2021,9
zzw-222@8th-htp-9vf,Lake Mary Country Store & Trailer Park,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,35.114552,-111.59091,480 Lake Mary Rd,Flagstaff,AZ,86005,69,52,174156,9,"{""android"":26,""ios"":26}",2021,9
222-223@5zb-xm5-54v,Albertsons,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.588787,-111.8343,11475 E Via Linda,Scottsdale,AZ,85259,474,271,2774,18.5,"{""android"":136,""ios"":135}",2021,9
222-223@5zb-t2h-k4v,Circle K,Grocery Stores,Convenience Stores,445120,34.558899,-112.48271,940 Willow Creek Rd,Prescott,AZ,86301,557,331,14073,8,"{""android"":158,""ios"":169}",2021,9
225-222@8ts-zxt-nbk,It'sugar,Specialty Food Stores,Confectionery and Nut Stores,445292,33.286976,-111.97374,4976 Premium Outlets Way Ste 414,Chandler,AZ,85226,14,14,27285,15,"{""android"":8,""ios"":4}",2021,9
227-222@8ts-3h7-jy9,Walmart Neighborhood Market,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.219826,-110.80772,8640 E Broadway Blvd,Tucson,AZ,85710,1714,799,3161,18,"{""android"":540,""ios"":260}",2021,9
zzw-222@8tt-pfn-yd9,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,31.555126,-110.29952,21 E Fry Blvd,Sierra Vista,AZ,85635,186,128,3926,10,"{""android"":95,""ios"":31}",2021,9
222-222@8tr-zb9-975,Quik Mart,Grocery Stores,Convenience Stores,445120,32.358147,-111.03667,3250 W Cortaro Farms Rd,Tucson,AZ,85742,188,112,3787,7,"{""android"":62,""ios"":50}",2021,9
222-222@8tg-ht4-ghq,Circle K,Grocery Stores,Convenience Stores,445120,35.232754,-111.57587,5650 N US Highway 89,Flagstaff,AZ,86004,473,383,185968,8,"{""android"":183,""ios"":203}",2021,9
227-222@5zb-xb5-mff,Liquor Basket,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,33.513046,-112.10045,5130 N 19th Ave Ste 14,Phoenix,AZ,85015,289,182,6337,7,"{""android"":85,""ios"":97}",2021,9
222-226@8ts-zbx-mc5,Bashas' Supermarkets,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.348591,-111.71949,99 S Higley Rd,Gilbert,AZ,85296,41,22,5734,60,"{""android"":7,""ios"":10}",2021,9
224-222@5zb-vq7-v2k,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.439419,-112.42158,805 S Cotton Ln,Goodyear,AZ,85338,1568,1145,10010,21.5,"{""android"":582,""ios"":563}",2021,9
zzy-225@8ts-zdc-py9,WinCo Foods,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.285793,-111.8453,222 W. Willis Rd.,Chandler,AZ,85286,1904,1116,6206,22,"{""android"":649,""ios"":467}",2021,9
225-222@8th-j3m-vs5,Savannah Bee Company,Specialty Food Stores,Fruit and Vegetable Markets,445230,34.87162,-111.75861,390 N State Route 89A,Sedona,AZ,86336,56,40,436651,24,"{""android"":23,""ios"":14}",2021,9
22q-222@8ts-zb7-ks5,Natural Grocers,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.305965,-111.75462,1625 E Williams Field Rd,Gilbert,AZ,85295,152,85,6759,27.5,"{""android"":36,""ios"":43}",2021,9
229-222@8ts-3mt-pvz,99 Cents Only Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.282318,-110.97702,4144 N Oracle Rd,Tucson,AZ,85705,507,319,6662,22,"{""android"":200,""ios"":116}",2021,9
222-222@8ts-ck5-jgk,JC Mart,Grocery Stores,Convenience Stores,445120,32.893803,-111.74628,623 E Cottonwood Ln,Casa Grande,AZ,85122,207,109,2702,18,"{""android"":75,""ios"":34}",2021,9
zzw-223@8ts-zxk-zcq,BevMo,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,33.321491,-111.96795,7230 W Ray Rd,Chandler,AZ,85226,262,208,19195,22,"{""android"":110,""ios"":95}",2021,9
zzy-223@8ts-zh9-nyv,Watermill Express,Specialty Food Stores,All Other Specialty Food Stores,445299,33.37265,-111.96294,8055 S Avenida del Yaqui,Guadalupe,AZ,85283,77,25,7191,43,"{""android"":15,""ios"":8}",2021,9
zzw-223@8sc-xdt-jjv,Del Sol,Grocery Stores,Convenience Stores,445120,32.596397,-114.71133,125 West Main Street,Somerton,AZ,85350,112,34,1742,37,"{""android"":15,""ios"":12}",2021,9
223-222@5zb-wvk-k2k,Star Mini Mart,Grocery Stores,Convenience Stores,445120,33.641563,-112.03048,17027 N Cave Creek Rd,Phoenix,AZ,85032,49,43,2984,8,"{""android"":27,""ios"":16}",2021,9
222-222@5zb-xgv-hkf,Circle K,Grocery Stores,Convenience Stores,445120,33.63763,-112.23402,8319 W Bell Rd,Peoria,AZ,85382,808,633,16264,6,"{""android"":279,""ios"":353}",2021,9
222-225@5zb-wwq-4jv,99 Cents Only Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.664967,-112.20174,20165 N 67th Ave,Glendale,AZ,85308,846,680,6167,17,"{""android"":365,""ios"":309}",2021,9
222-222@8ts-zfr-92k,Apache Market & Liquor,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,33.415146,-111.90588,1858 E Apache Blvd,Tempe,AZ,85281,222,128,7877,12,"{""android"":57,""ios"":71}",2021,9
222-226@5zb-xdh-n5z,Corner Store,Grocery Stores,Convenience Stores,445120,33.466499,-112.18591,5850 W McDowell Rd,Phoenix,AZ,85035,253,211,2548,6,"{""android"":119,""ios"":92}",2021,9
222-222@8ts-zy4-f75,Fry's Food & Drug Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.275723,-111.86069,2010 S Alma School Rd,Chandler,AZ,85286,2562,1279,2868,19,"{""android"":621,""ios"":658}",2021,9
223-223@5zb-xbd-vzz,7-Eleven,Grocery Stores,Convenience Stores,445120,33.495441,-112.11665,4101 N 27th Ave,Phoenix,AZ,85017,479,250,8001,10,"{""android"":158,""ios"":91}",2021,9
227-223@8ts-zhf-snq,Circle K,Grocery Stores,Convenience Stores,445120,33.349594,-111.92902,7550 S Rural Rd,Tempe,AZ,85283,154,114,5200,6,"{""android"":55,""ios"":58}",2021,9
zzw-222@5zb-xc9-4y9,Circle K,Grocery Stores,Convenience Stores,445120,33.495239,-112.05762,1122 E Indian School Rd,Phoenix,AZ,85014,261,183,8898,7,"{""android"":123,""ios"":59}",2021,9
222-223@8ts-zbp-t5f,Tap Truck,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,33.375729,-111.84326,2150 S Country Club Dr,Mesa,AZ,85210,17,14,7373,10,"{""android"":6,""ios"":7}",2021,9
zzw-225@5zb-v7g-cyv,4 Sons Food Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.6381,-112.39487,15505 W Bell Rd,Surprise,AZ,85374,144,120,4753,7,"{""android"":73,""ios"":45}",2021,9
226-222@8ts-3nt-m6k,Carniceria Y Comisaria Camacho,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.172073,-110.96791,4407 S 6th Ave,Tucson,AZ,85714,46,32,2990,10,"{""android"":18,""ios"":14}",2021,9
222-222@5zb-x3r-hdv,4 Sons Food Stores,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.798668,-111.96469,5439 E Carefree Hwy,Cave Creek,AZ,85331,321,244,13273,6,"{""android"":81,""ios"":163}",2021,9
223-223@8ts-ck5-kj9,7-Eleven,Grocery Stores,Convenience Stores,445120,32.893791,-111.74824,1592 N Casa Grande Ave,Casa Grande,AZ,85122,230,167,2449,8,"{""android"":106,""ios"":61}",2021,9
zzy-222@8ts-6y3-c5z,Farmers Market,Specialty Food Stores,Fruit and Vegetable Markets,445230,31.868473,-110.99499,Green Valley Village Outdoor Mall,Green Valley,AZ,85614,17,15,33860,26,"{""android"":11,""ios"":0}",2021,9
zzw-222@8ts-d6c-n89,Circle K,Grocery Stores,Convenience Stores,445120,33.508255,-112.23721,4849 N 83rd Ave,Phoenix,AZ,85033,521,363,3382,6,"{""android"":200,""ios"":162}",2021,9
223-223@8ts-d66-s5z,Food City Arizona,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.480904,-112.25372,9020 W Thomas Rd,Phoenix,AZ,85037,1732,1107,4586,19,"{""android"":596,""ios"":513}",2021,9
237-222@5z9-phm-c89,La Nortenita West,Specialty Food Stores,Confectionery and Nut Stores,445292,35.185596,-111.66215,1541 S Milton Rd,Flagstaff,AZ,86001,1,1,,23,"{""android"":0,""ios"":0}",2021,9
zzw-222@5z9-rhs-mzf,Uno Mas Cantina,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,34.589088,-112.33585,3201 N Main St,Prescott Valley,AZ,86314,74,54,12654,104.5,"{""android"":36,""ios"":16}",2021,9
223-222@8ts-zfw-k75,7-Eleven,Grocery Stores,Convenience Stores,445120,33.480801,-111.99592,3948 E Thomas Rd,Phoenix,AZ,85018,139,119,5371,8,"{""android"":71,""ios"":44}",2021,9
zzy-222@8tg-5rn-jsq,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,35.210064,-109.32994,Highway 191 South Exit 339,Sanders,AZ,86512,83,36,51568,9,"{""android"":29,""ios"":8}",2021,9
222-222@5zb-7db-575,Rio Valley Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.444092,-113.16155,315 S 515th Ave,Tonopah,AZ,85354,81,27,57460,11,"{""android"":16,""ios"":11}",2021,9
229-222@8ts-zk5-f75,Circle K,Grocery Stores,Convenience Stores,445120,33.40815,-111.5717,2360 W Broadway Ave,Apache Junction,AZ,85120,295,177,2743,7,"{""android"":102,""ios"":72}",2021,9
222-222@8ts-34g-gtv,Residential Advisory Solutions,Specialty Food Stores,Fruit and Vegetable Markets,445230,32.40033,-110.95818,10645 N Oracle Rd Ste 121 131,Oro Valley,AZ,85737,53,41,5314,21,"{""android"":19,""ios"":22}",2021,9
zzw-222@8ts-d2y-9mk,Community Tire Salsa Garden,Specialty Food Stores,Fruit and Vegetable Markets,445230,33.42918,-112.07189,123 E Durango St,Phoenix,AZ,85004,125,61,15924,49,"{""android"":39,""ios"":22}",2021,9
222-227@8ts-35w-t5f,Corner Store,Grocery Stores,Convenience Stores,445120,32.482239,-110.92137,15240 N Oracle Rd,Catalina,AZ,85739,142,125,14006,6,"{""android"":62,""ios"":63}",2021,9
226-222@8ts-d28-gtv,Big Lots Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.378769,-112.13762,3630 W Baseline Rd,Laveen,AZ,85339,513,318,4492,24,"{""android"":194,""ios"":125}",2021,9
224-224@8ts-zfr-vzz,Smart Foodservice,Grocery Stores,Convenience Stores,445120,33.395367,-111.90747,3115 S McClintock Dr,Tempe,AZ,85282,234,157,14377,17,"{""android"":92,""ios"":62}",2021,9
247-222@5zb-xms-c89,Roka Akor Scottsdale,Grocery Stores,Convenience Stores,445120,33.542732,-111.92508,7299 N Scottsdale Rd,Scottsdale,AZ,85253,86,81,17273,104.5,"{""android"":22,""ios"":56}",2021,9
222-226@5zb-xgp-mkz,Walmart Supercenter,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.578693,-112.23016,7975 W Peoria Ave,Peoria,AZ,85345,6468,3130,4403,22,"{""android"":1916,""ios"":1212}",2021,9
223-222@8ts-3m8-3h5,Quik Mart,Grocery Stores,Convenience Stores,445120,32.264362,-110.95269,1250 E Fort Lowell Rd,Tucson,AZ,85719,165,74,4228,12,"{""android"":44,""ios"":26}",2021,9
223-223@5zb-wx6-y7q,ampm,Grocery Stores,Convenience Stores,445120,33.640751,-112.04782,1602 E Bell Rd,Phoenix,AZ,85022,65,55,4548,9,"{""android"":31,""ios"":23}",2021,9
zzw-222@8ts-zbr-vxq,Gilbert Farmers Market,Specialty Food Stores,Fruit and Vegetable Markets,445230,33.354549,-111.79128,222 N Ash St,Gilbert,AZ,85234,255,204,11317,19,"{""android"":111,""ios"":87}",2021,9
227-222@8ts-ckg-6ff,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.880806,-111.7302,1314 E Florence Blvd Ste 2,Casa Grande,AZ,85122,507,387,6863,15,"{""android"":242,""ios"":145}",2021,9
222-222@8ts-zjt-nkf,99 Cents Only Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.41383,-111.57793,3003 W Apache Trl,Apache Junction,AZ,85120,477,289,5557,20,"{""android"":193,""ios"":98}",2021,9
222-223@5zb-xj4-nbk,Walmart Neighborhood Market,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.539276,-112.21883,7450 W Glendale Ave,Glendale,AZ,85303,1779,915,2616,15,"{""android"":532,""ios"":382}",2021,9
223-222@8ts-d28-mc5,99 Cents Only Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.379044,-112.13638,3610 W Baseline Rd,Laveen,AZ,85339,643,478,4677,20,"{""android"":263,""ios"":214}",2021,9
22m-222@8ts-3m8-p7q,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.272728,-110.94626,3603 N Campbell Ave,Tucson,AZ,85719,151,117,4384,15,"{""android"":66,""ios"":49}",2021,9
22h-222@8ts-zgk-hqz,Main Street Harvest,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.414688,-111.83495,121 W Main St,Mesa,AZ,85201,13,12,13435,23,"{""android"":5,""ios"":5}",2021,9
222-225@8ts-zbv-3bk,Power Road Farmers Market,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.342854,-111.68655,4011 S Power Rd,Mesa,AZ,85212,95,87,10490,10,"{""android"":58,""ios"":29}",2021,9
222-222@8ts-zyd-n3q,ampm,Grocery Stores,Convenience Stores,445120,33.320702,-111.92896,9970 S Rural Rd,Tempe,AZ,85284,610,423,2887,6,"{""android"":192,""ios"":232}",2021,9
224-222@5zb-xhd-fj9,Fat Tuesday,Specialty Food Stores,All Other Specialty Food Stores,445299,33.533424,-112.26198,6751 N Sunset Blvd Ste E113,Glendale,AZ,85305,323,285,17379,30,"{""android"":122,""ios"":162}",2021,9
223-222@5zb-wtp-swk,Sunset Market,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,33.643227,-112.09919,17235 N 19th Ave,Phoenix,AZ,85023,343,187,3063,11,"{""android"":110,""ios"":75}",2021,9
222-222@8ts-zfp-ht9,Circle K,Grocery Stores,Convenience Stores,445120,33.406693,-111.94626,507 W Broadway Rd,Tempe,AZ,85282,216,126,14304,10,"{""android"":82,""ios"":45}",2021,9
223-222@5zb-xb7-jd9,Lams Market 2,Specialty Food Stores,Fruit and Vegetable Markets,445230,33.510624,-112.13243,3446 W Camelback Rd Ste 125,Phoenix,AZ,85017,639,409,14634,40,"{""android"":157,""ios"":256}",2021,9
zzy-227@5zb-tgm-whq,The Prospectors Mall,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,34.206253,-112.3394,7188 E USFS Access Rd,Crown King,AZ,86343,43,28,59010,62,"{""android"":15,""ios"":11}",2021,9
222-224@8ts-79s-3wk,99 Cent Bargain Warehouse,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.149529,-110.9638,5670 S Nogales Hwy,Tucson,AZ,85706,296,253,5046,14,"{""android"":121,""ios"":131}",2021,9
222-223@5zb-h6c-p35,Safeway,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,34.154633,-114.27576,121 W Riverside Dr,Parker,AZ,85344,392,217,172514,20,"{""android"":117,""ios"":99}",2021,9
222-224@8ts-zh9-z9f,Circle K,Grocery Stores,Convenience Stores,445120,33.377701,-111.96462,1619 W Baseline Rd,Guadalupe,AZ,85283,15,15,13038,8,"{""android"":12,""ios"":4}",2021,9
22d-222@5zb-ww6-w8v,Dollar Tree,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.609318,-112.1313,3415 W Thunderbird Rd Ste 2,Phoenix,AZ,85053,497,314,2932,25,"{""android"":192,""ios"":121}",2021,9
zzw-222@8ts-zd6-fcq,99 Cents Only Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.334717,-111.86099,1996 N Alma School Rd,Chandler,AZ,85224,934,653,5438,21,"{""android"":385,""ios"":266}",2021,9
222-222@8ts-fcp-rff,IGA,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.392166,-112.87312,1961 N Ajo Gila Bend Hwy,Ajo,AZ,85321,15,10,123266,19,"{""android"":5,""ios"":4}",2021,9
226-222@5zb-xcw-vmk,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.465584,-112.14982,4239 W McDowell Rd Ste 24,Phoenix,AZ,85009,494,375,2532,12,"{""android"":209,""ios"":169}",2021,9
222-223@8ts-3n7-psq,7-Eleven,Grocery Stores,Convenience Stores,445120,32.228504,-110.9099,3856 E 5th St,Tucson,AZ,85716,144,81,7804,19,"{""android"":63,""ios"":22}",2021,9
222-222@5zb-x25-xnq,Circle K,Grocery Stores,Convenience Stores,445120,33.739845,-112.32301,28460 N Vistancia Blvd,Peoria,AZ,85383,106,91,13551,10,"{""android"":45,""ios"":41}",2021,9
226-222@5zb-xgv-5pv,Fixin' To Eat,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.63961,-112.251,8940 W Bell Rd Ste 101,Peoria,AZ,85382,326,166,7118,29.5,"{""android"":116,""ios"":51}",2021,9
zzw-223@5zb-xcy-5mk,Watermill Express,Specialty Food Stores,All Other Specialty Food Stores,445299,33.457047,-112.09155,802 S 15th Ave,Phoenix,AZ,85007,40,17,21636,95,"{""android"":15,""ios"":4}",2021,9
227-222@8ts-zr6-9mk,Mesa Liquor,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,33.408436,-111.78967,1930 E Broadway Rd,Mesa,AZ,85204,181,111,3058,8,"{""android"":61,""ios"":51}",2021,9
zzw-222@5zb-xdh-n5z,Circle K,Grocery Stores,Convenience Stores,445120,33.466484,-112.18577,5845 W McDowell Rd,Phoenix,AZ,85035,474,360,3208,7,"{""android"":146,""ios"":214}",2021,9
zzw-222@5zb-xbc-rhq,Star K,Grocery Stores,Convenience Stores,445120,33.473858,-112.1088,2308 Grand Ave,Phoenix,AZ,85009,413,202,17556,19,"{""android"":117,""ios"":82}",2021,9
zzw-222@5zb-266-cdv,Blue Jewel Water Palace,Specialty Food Stores,All Other Specialty Food Stores,445299,35.254246,-114.03146,1867 E Northern Ave,New Kingman-Butler,AZ,86409,1,1,,1293,"{""android"":0,""ios"":0}",2021,9
224-222@5z9-7qk-6zf,Terrible Herbst,Grocery Stores,Convenience Stores,445120,34.455441,-114.29742,1040 Acoma Blvd S,Lake Havasu City,AZ,86406,337,265,5776,8,"{""android"":111,""ios"":150}",2021,9
226-222@5zb-xbt-st9,New Africa Supermarket,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.538986,-112.16156,4734 W Glendale Ave,Glendale,AZ,85301,9,7,7453,6,"{""android"":4,""ios"":4}",2021,9
227-222@8ts-zk3-wx5,Skyline Liquor,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310,33.408115,-111.61592,9950 E Broadway Rd,Mesa,AZ,85208,434,222,3390,9.5,"{""android"":154,""ios"":68}",2021,9
zzw-222@8tt-7z2-26k,Spectrum Produce Distributing,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,31.34046,-110.93429,3021 N Grand Ave,Nogales,AZ,85621,14,12,13874,32.5,"{""android"":4,""ios"":9}",2021,9
zzw-222@5z9-rhs-nkf,Walmart Supercenter,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,34.592228,-112.34143,3450 N Glassford Hill Rd,Prescott Valley,AZ,86314,6816,2695,8172,21,"{""android"":1709,""ios"":985}",2021,9
22b-222@8ts-3my-kzz,99 Cent Store,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.243839,-110.87524,5501 E Pima St,Tucson,AZ,85712,99,76,5604,14,"{""android"":50,""ios"":25}",2021,9
22b-222@5zb-xn8-p5f,Circle K,Grocery Stores,Convenience Stores,445120,33.599243,-111.98975,4304 E Cactus Rd,Phoenix,AZ,85032,48,35,3435,9,"{""android"":21,""ios"":12}",2021,9
222-222@5zb-xb8-zcq,2 Sons Market,Grocery Stores,Convenience Stores,445120,33.509861,-112.09161,1502 W Camelback Rd,Phoenix,AZ,85015,41,33,15088,21,"{""android"":12,""ios"":16}",2021,9
zzw-222@8ts-zby-d35,Superstition Farm,Specialty Food Stores,Fruit and Vegetable Markets,445230,33.353065,-111.65411,3440 S Hawes Rd,Mesa,AZ,85212,64,47,17134,41.5,"{""android"":23,""ios"":23}",2021,9
zzy-224@8tt-29b-kvf,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.058369,-110.90452,302 W Alden Rd,Kearny,AZ,85137,177,87,21860,9,"{""android"":53,""ios"":33}",2021,9
222-222@8ts-3nw-fcq,Walmart Supercenter,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.185863,-110.95319,1260 E Tucson Marketplace Blvd,Tucson,AZ,85713,5754,3028,6813,22,"{""android"":1761,""ios"":1265}",2021,9
zzw-222@8tt-7yy-tqf,Crown Jewels Marketing,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,31.375732,-110.94511,2420 N Frank Reed Rd Unit 3,Nogales,AZ,85621,16,11,83171,17.5,"{""android"":10,""ios"":4}",2021,9
zzy-223@8ts-zfv-26k,Watermill Express,Specialty Food Stores,All Other Specialty Food Stores,445299,33.465881,-111.9726,5066 E McDowell Rd,Phoenix,AZ,85008,5,5,1234,5,"{""android"":4,""ios"":0}",2021,9
222-222@8ts-zgj-s3q,Princess Mediterranean Market & Deli,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.408253,-111.88787,2620 W Broadway Rd,Mesa,AZ,85202,74,65,13318,22,"{""android"":38,""ios"":26}",2021,9
zzw-223@8ts-zhn-p5f,Malincho Phoenix,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.421722,-111.99326,4101 E University Dr,Phoenix,AZ,85034,52,16,20074,96.5,"{""android"":9,""ios"":4}",2021,9
zzw-222@5zb-xcj-vmk,Star Food Store,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.566261,-112.0563,8849 N 12th St,Phoenix,AZ,85020,71,50,11984,11,"{""android"":29,""ios"":19}",2021,9
225-222@8ts-3md-n3q,Natural Grocers,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,32.221169,-110.92738,3016 E Broadway Blvd,Tucson,AZ,85716,15,15,8235,9,"{""android"":8,""ios"":0}",2021,9
226-222@8ts-3my-p9z,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,32.237354,-110.87234,5629 E Speedway Blvd,Tucson,AZ,85712,61,42,2525,11,"{""android"":30,""ios"":12}",2021,9
zzw-222@8ts-d6d-tqf,Carniceria Y Marketa Rancho El Grande,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.455711,-112.25545,810 N 91st Ave,Tolleson,AZ,85353,423,262,5653,11,"{""android"":156,""ios"":102}",2021,9
zzw-222@5zb-34n-yqf,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,35.588669,-114.27534,16098 N Pierce Ferry Rd,Dolan Springs,AZ,86441,2,2,,4.5,"{""android"":6,""ios"":0}",2021,9
zzw-224@5zb-xjf-s3q,Super carniceria,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.530842,-112.19563,6311 W Maryland Ave,Glendale,AZ,85301,103,69,2873,9,"{""android"":40,""ios"":28}",2021,9
zzw-222@8ts-zdm-vmk,Walmart Supercenter,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319,33.304718,-111.74079,2501 S Market St,Gilbert,AZ,85295,12872,6905,8057,97,"{""android"":4954,""ios"":1954}",2021,9
227-222@5zb-xbb-2ff,Peacock Chaiwalla,Specialty Food Stores,Meat Markets,445210,33.533188,-112.10157,6620 N 20th Ave,Phoenix,AZ,85015,35,20,5269,36,"{""android"":16,""ios"":5}",2021,9
zzw-222@8ts-c82-h89,Circle K,Grocery Stores,Convenience Stores,445120,33.072029,-112.04527,21212 N John Wayne Pkwy,Maricopa,AZ,85139,762,542,17492,8,"{""android"":338,""ios"":205}",2021,9
222-226@8ts-zng-2kz,Aj's Mini Mart,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110,33.379345,-111.56425,3940 S Ironwood Dr,Apache Junction,AZ,85120,60,58,17063,7,"{""android"":50,""ios"":7}",2021,9
